seed,layer,token,factor_a,factor_b,projection_overlap,min_angle_deg,mean_angle_deg
16131,2,beneficiary_role,identity,beneficiary,0.4150546509998829,40.15688284486091,50.2116815677165
16131,2,beneficiary_role,identity,concern,0.1196933321438649,61.72637320821362,72.34440037227779
16131,2,beneficiary_role,beneficiary,concern,0.0361464177391207,76.04507596829875,79.60844262126383
16131,2,concern_context,identity,beneficiary,0.4531816594620861,36.21332998065678,47.92866337100402
16131,2,concern_context,identity,concern,0.3497199178180716,41.6739526021657,54.78800413128683
16131,2,concern_context,beneficiary,concern,0.382915425989827,30.91344021033658,55.489613036377065
16131,2,query,identity,beneficiary,0.3235663177683088,42.32303440697542,56.921209084287526
16131,2,query,identity,concern,0.0677711562748264,68.41536876717828,78.7923310522665
16131,2,query,beneficiary,concern,0.1206055065113987,62.84326775772593,71.19756323596901
16131,3,cls,identity,beneficiary,0.3096191290582877,40.13928638686226,59.6932329700856
16131,3,cls,identity,concern,0.2487200636656766,53.67782326113706,60.58305755618345
16131,3,cls,beneficiary,concern,0.2376964872347618,56.22289564191224,61.07821973370196
16131,3,entity0,identity,beneficiary,0.3602643783746624,36.8174212504763,55.2122522601465
16131,3,entity0,identity,concern,0.2022335892157475,51.16819247848206,67.53402474339302
16131,3,entity0,beneficiary,concern,0.2242477728374988,54.68153892872075,62.46196630314349
16131,3,entity1,identity,beneficiary,0.7730168032062975,18.96028441083735,27.56761045824608
16131,3,entity1,identity,concern,0.072836690603534,71.09412229410557,74.72849635698319
16131,3,entity1,beneficiary,concern,0.1560435265853699,57.45097701858699,69.40040888146568
16131,3,identity_role,identity,beneficiary,0.0362750598529336,75.06693745442269,80.28531014754361
16131,3,identity_role,identity,concern,0.1195435879169633,61.17926610928318,73.24296048855392
16131,3,identity_role,beneficiary,concern,0.3556379652396458,32.529745457956274,60.66566425074298
16131,3,beneficiary_role,identity,beneficiary,0.4171518778222289,40.44862040408718,50.052852630872565
16131,3,beneficiary_role,identity,concern,0.1242182780093047,61.26381602083689,71.85404810959413
16131,3,beneficiary_role,beneficiary,concern,0.034676479632741,76.84747785164915,79.61447167471354
16131,3,concern_context,identity,beneficiary,0.464259941811932,36.00539106363097,47.21747462215671
16131,3,concern_context,identity,concern,0.3522002104318085,40.8505119768336,54.763423110814855
16131,3,concern_context,beneficiary,concern,0.3834028924907301,30.657137640201316,55.61720839079003
16131,3,query,identity,beneficiary,0.3179981610698718,42.5210271671614,57.393320157079216
16131,3,query,identity,concern,0.0692259726413437,68.15604518201594,78.99497304610438
16131,3,query,beneficiary,concern,0.121806605306881,62.45735388812838,71.25911113616914
16132,0,cls,identity,beneficiary,1.0,0.0,0.0
16132,0,cls,identity,concern,1.0,0.0,0.0
16132,0,cls,beneficiary,concern,1.0,0.0,0.0
16132,0,entity0,identity,beneficiary,1.0,0.0,0.0
16132,0,entity0,identity,concern,1.0,0.0,0.0
16132,0,entity0,beneficiary,concern,1.0,0.0,0.0
16132,0,entity1,identity,beneficiary,1.0,0.0,0.0
16132,0,entity1,identity,concern,1.0,0.0,0.0
16132,0,entity1,beneficiary,concern,1.0,0.0,0.0
16132,0,identity_role,identity,beneficiary,0.0419727834460657,73.76108621312636,79.70702765879064
16132,0,identity_role,identity,concern,0.0419727834460657,73.76108621312636,79.70702765879064
16132,0,identity_role,beneficiary,concern,1.0,0.0,0.0
16132,0,beneficiary_role,identity,beneficiary,0.0305089241719483,78.1048074288375,80.14040318055308
16132,0,beneficiary_role,identity,concern,1.0,0.0,0.0
16132,0,beneficiary_role,beneficiary,concern,0.0305089241719483,78.1048074288375,80.14040318055308
16132,0,concern_context,identity,beneficiary,1.0,0.0,0.0
16132,0,concern_context,identity,concern,1.0,0.0,0.0
16132,0,concern_context,beneficiary,concern,1.0,0.0,0.0
16132,0,query,identity,beneficiary,1.0,0.0,0.0
16132,0,query,identity,concern,1.0,0.0,0.0
16132,0,query,beneficiary,concern,1.0,0.0,0.0
16132,1,cls,identity,beneficiary,0.8002815063453874,7.589616775135076,22.88194951611584
16132,1,cls,identity,concern,0.2579986501808346,44.864280714922586,64.08010129955467
16132,1,cls,beneficiary,concern,0.2910929149713042,44.91501648619019,59.20551629440263
16132,1,entity0,identity,beneficiary,0.2327753350298424,49.7018482904916,63.57390679518628
16132,1,entity0,identity,concern,0.0588628512102032,69.9334248730816,79.96666551445911
16132,1,entity0,beneficiary,concern,0.1435568546607836,60.18303537642453,69.33216989766116
16132,1,entity1,identity,beneficiary,0.3512609326426459,35.39562360287267,57.07609338055192
16132,1,entity1,identity,concern,0.1382141916116656,59.098453294337794,71.31646317622545
16132,1,entity1,beneficiary,concern,0.298058552288263,54.39826688855793,56.96138243001816
16132,1,identity_role,identity,beneficiary,0.0129696063421964,81.53209794220633,83.89599108285194
16132,1,identity_role,identity,concern,0.0069344111233133,83.64903209248594,85.66674815441453
16132,1,identity_role,beneficiary,concern,0.2187825984973696,56.09861201477761,62.633686681388966
16132,1,beneficiary_role,identity,beneficiary,0.0531524240682004,71.92150382029187,78.09022356432541
16132,1,beneficiary_role,identity,concern,0.0373299566841149,76.44000839461934,79.18711668027098
16132,1,beneficiary_role,beneficiary,concern,0.0208447803979242,78.38483882230362,83.21950085251626
16132,1,concern_context,identity,beneficiary,0.815390583390821,9.270776832030329,22.56828426594817
16132,1,concern_context,identity,concern,0.2319145571374382,58.809434772656736,61.279581505022776
16132,1,concern_context,beneficiary,concern,0.199172917627045,55.50190094507713,64.66567878998535
16132,1,query,identity,beneficiary,0.504419610638043,27.66568220602455,44.69434320517436
16132,1,query,identity,concern,0.1013924054163147,63.68598861419036,74.570653494322
16132,1,query,beneficiary,concern,0.1505540820031931,57.014818459082456,71.53920301433746
16132,2,cls,identity,beneficiary,0.4633795422112032,30.44094038178349,47.54015184284734
16132,2,cls,identity,concern,0.4011005284410335,40.39946870166076,51.13597934918805
16132,2,cls,beneficiary,concern,0.2998660940570712,41.16739951308593,60.34728541144288
16132,2,entity0,identity,beneficiary,0.8499346145436664,14.50805298249756,21.83267254170501
16132,2,entity0,identity,concern,0.0205357152575431,78.33428311544864,83.77637238346045
16132,2,entity0,beneficiary,concern,0.0466377394063668,75.97616795292727,77.63166875409263
16132,2,entity1,identity,beneficiary,0.8318685022059652,16.87823958762148,23.504082502501284
16132,2,entity1,identity,concern,0.2277271132272105,47.56580103080384,68.40277133965986
16132,2,entity1,beneficiary,concern,0.1587571438288031,58.54544093913248,68.13415722387575
16132,2,identity_role,identity,beneficiary,0.0840970981373721,70.94576575477328,73.28660509718775
16132,2,identity_role,identity,concern,0.0119786355819174,81.13037668259548,85.1768191256792
16132,2,identity_role,beneficiary,concern,0.2105833041642907,52.56162554120524,64.71500234609907
16132,2,beneficiary_role,identity,beneficiary,0.1644963959884809,56.25900407423668,69.01565705310745
16132,2,beneficiary_role,identity,concern,0.3256798067688606,36.8295736563727,60.44832779767079
16132,2,beneficiary_role,beneficiary,concern,0.0216709713519827,79.91224810872944,81.72563356596372
16132,2,concern_context,identity,beneficiary,0.777168713656861,14.733488844618584,26.42408874838565
16132,2,concern_context,identity,concern,0.1727786422418995,55.5450255816385,68.18044329083975
16132,2,concern_context,beneficiary,concern,0.1050803619088226,62.71728637022046,76.1618562335318
16132,2,query,identity,beneficiary,0.3185992449318372,43.56778362093638,56.99821234517424
16132,2,query,identity,concern,0.0693981759720754,68.84465436243744,76.769715792285
16132,2,query,beneficiary,concern,0.2308478024761737,53.78040918432741,62.08898806672509
16132,3,cls,identity,beneficiary,0.4407501588612732,30.7331147616248,49.27072095051703
16132,3,cls,identity,concern,0.4025559405662162,40.44715084624777,51.03161020753394
16132,3,cls,beneficiary,concern,0.2829120600096514,42.54965344255917,61.90286611804005
16132,3,entity0,identity,beneficiary,0.8459619641756433,14.674091169725632,22.134584606716235
16132,3,entity0,identity,concern,0.0227786202307278,77.73419028045639,83.27758909208856
16132,3,entity0,beneficiary,concern,0.0511884011685729,74.73035964292254,77.13058855750995
16132,3,entity1,identity,beneficiary,0.8326308075775104,17.27509155614075,23.523264605675223
16132,3,entity1,identity,concern,0.2255339783544072,47.830634236597234,68.3484462256211
16132,3,entity1,beneficiary,concern,0.1462934399254903,59.58245161741405,69.30338006677823
16132,3,identity_role,identity,beneficiary,0.1011953317789115,67.8189366395483,71.82861842239497
16132,3,identity_role,identity,concern,0.013591115147342,80.62662265522286,84.57926465593503
16132,3,identity_role,beneficiary,concern,0.1927214767918674,54.74908222389548,65.76249233623146
16132,3,beneficiary_role,identity,beneficiary,0.1700973719221928,55.410338455142806,68.85899046185861
16132,3,beneficiary_role,identity,concern,0.3332393024707946,36.39002340724602,59.29080227317227
16132,3,beneficiary_role,beneficiary,concern,0.0189735157058725,80.21875113135361,82.37457637966105
16132,3,concern_context,identity,beneficiary,0.7546914066971783,15.574469077130258,27.94283749442831
16132,3,concern_context,identity,concern,0.1826563491029765,54.726225482652175,67.22495687630493
16132,3,concern_context,beneficiary,concern,0.0982577182246295,63.70310009264632,76.40189861049294
16132,3,query,identity,beneficiary,0.326219863863601,43.06778741177286,56.45552866647125
16132,3,query,identity,concern,0.0670969621436796,69.31855975764657,76.8679692127237
16132,3,query,beneficiary,concern,0.2241661662856864,54.95164986951038,62.40599281424734
