seed,factor,train_query,test_query,layer,token,bacc
16131,beneficiary,1,1,3,beneficiary_role,1.0
16131,beneficiary,1,3,3,beneficiary_role,1.0
16131,beneficiary,1,1,3,concern_context,1.0
16131,beneficiary,1,3,3,concern_context,0.5
16131,beneficiary,1,1,3,query,1.0
16131,beneficiary,1,3,3,query,0.5384615384615384
16131,concern,2,2,0,cls,0.5
16131,concern,2,3,0,cls,0.5
16131,concern,2,2,0,entity0,0.641025641025641
16131,concern,2,3,0,entity0,0.6083333333333334
16131,concern,2,2,0,entity1,0.6826923076923077
16131,concern,2,3,0,entity1,0.5166666666666666
16131,concern,2,2,0,identity_role,0.7003205128205128
16131,concern,2,3,0,identity_role,0.525
16131,concern,2,2,0,beneficiary_role,0.6602564102564102
16131,concern,2,3,0,beneficiary_role,0.4083333333333333
16131,concern,2,2,0,concern_context,1.0
16131,concern,2,3,0,concern_context,1.0
16131,concern,2,2,0,query,0.5
16131,concern,2,3,0,query,0.5
16131,concern,2,2,1,cls,1.0
16131,concern,2,3,1,cls,1.0
16131,concern,2,2,1,entity0,0.9807692307692308
16131,concern,2,3,1,entity0,0.7
16131,concern,2,2,1,entity1,0.9615384615384616
16131,concern,2,3,1,entity1,0.7
16131,concern,2,2,1,identity_role,0.9391025641025641
16131,concern,2,3,1,identity_role,0.825
16131,concern,2,2,1,beneficiary_role,0.9807692307692308
16131,concern,2,3,1,beneficiary_role,0.5333333333333333
16131,concern,2,2,1,concern_context,1.0
16131,concern,2,3,1,concern_context,1.0
16131,concern,2,2,1,query,1.0
16131,concern,2,3,1,query,0.5
16131,concern,2,2,2,cls,1.0
16131,concern,2,3,2,cls,0.9583333333333333
16131,concern,2,2,2,entity0,1.0
16131,concern,2,3,2,entity0,0.6333333333333333
16131,concern,2,2,2,entity1,1.0
16131,concern,2,3,2,entity1,0.6666666666666666
16131,concern,2,2,2,identity_role,1.0
16131,concern,2,3,2,identity_role,0.7
16131,concern,2,2,2,beneficiary_role,1.0
16131,concern,2,3,2,beneficiary_role,0.47500000000000003
16131,concern,2,2,2,concern_context,1.0
16131,concern,2,3,2,concern_context,1.0
16131,concern,2,2,2,query,1.0
16131,concern,2,3,2,query,0.55
16131,concern,2,2,3,cls,1.0
16131,concern,2,3,3,cls,0.9583333333333333
16131,concern,2,2,3,entity0,1.0
16131,concern,2,3,3,entity0,0.6333333333333333
16131,concern,2,2,3,entity1,1.0
16131,concern,2,3,3,entity1,0.6666666666666666
16131,concern,2,2,3,identity_role,1.0
16131,concern,2,3,3,identity_role,0.725
16131,concern,2,2,3,beneficiary_role,1.0
16131,concern,2,3,3,beneficiary_role,0.47500000000000003
16131,concern,2,2,3,concern_context,1.0
16131,concern,2,3,3,concern_context,1.0
16131,concern,2,2,3,query,1.0
16131,concern,2,3,3,query,0.55
